Country Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Greece,1005000000,1135000000,1144000000,977000000,981000000,1053000000,1058000000,984000000,71200000,82701091.42,-8195469.288,2001266.562,34180546.54,1408086699,2147927927,688484256.6,5411403362,1957124444,5733447473,2766296835,532926980.5,1092191388,1662090330,2945271845,2697339246,1268938506,2698544612,3439131880,4025447789
Grenada,12874074.07,15274074.07,22581481.48,20248148.15,19311111.11,19977777.78,16962962.96,33500000,48685185.19,41551851.85,37407407.41,58748148.15,54488888.89,89166666.67,65014333.33,70157129.63,89787148.15,156554796.7,134832583.3,102556363,60420861.11,42648183.7,31489862.96,74688413.33,106797167.7,156442123.7,109856645.7,155662145.3,184005689
Greenland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,47700000,90700000,94100000,142500000,65200000,75200000,76900000,631400000,1346300000,924600000,-788600000,-936494410.4,-1016996774,19488617.6,321400000,540000000,635300000,859200000,731386670,499821250,1102460180,876760590,1399819890,1522143500,1407555280,1203355080,845786560,998344470,922397870
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,7900000,12340000,146610000,69540000,106690000,74420000,59000000,52000000,44000000,46000000,67100000,56000000,43600000,26100000,30000000,76800000,102400000,152400000,178000000,164000000,198000000,246800000,277910000,200558390,237750048.6,137700000,162654036.4,327343651.2,1180405596
High income,2.18519E+11,1.45362E+11,1.43817E+11,1.72413E+11,1.97379E+11,2.70977E+11,3.04221E+11,3.82015E+11,6.45399E+11,1.04549E+12,1.42201E+12,7.33681E+11,6.01328E+11,5.7596E+11,7.92932E+11,1.26247E+12,1.81124E+12,2.58676E+12,1.84677E+12,1.01802E+12,1.29946E+12,1.6351E+12,1.39725E+12,1.4175E+12,1.28262E+12,2.1018E+12,2.17214E+12,1.64924E+12,3.10706E+11
"Hong Kong SAR, China",3275072298,1020860063,3887467096,6929625915,7827938821,6213362504,10460173710,11368147930,13939361336,25355410569,70495739306,31291719645,6747855221,18567357065,22194238605,40963127271,44901793969,62121011424,67035187588,54275707074,82709142976,96135081265,74887135901,76857453418,1.29847E+11,1.81047E+11,1.33259E+11,1.25717E+11,97036255479
Honduras,43500000,52100000,47600000,26700000,34800000,50000000,90900000,121500000,99000000,237300000,349978000,309826700,287314900,390166272.9,592120092.9,601059572.2,717591908.2,966926354.3,1200798087,494497450.5,607376418.1,1042571021,1081346796,1069029263,1704790710,1316679827,1147030450,949955941.5,1442587576
Heavily indebted poor countries (HIPC),708906379.7,355549390.7,588676355.3,1219407235,1186793913,1683486032,1897157226,3333085606,4053908679,4612014561,4053506920,4685371733,5891948332,6835601030,7421869791,8173539549,10332365706,14870964638,19424603891,15638981017,23685482487,28509116253,32570867573,35188110502,29399016623,29884923327,24657516709,29558483728,28397872153
Croatia,,,13000000,144186480.2,114440874.4,108053139.7,492528182.7,596514805.2,1004077220,1454741834,1015069997,1036758146,980784304.8,1846434012,1314179917,1814728743,3346611893,4645807617,5249620116,3069599256,1545050408,1248979436,1465100045,975476235.5,3187415809,44642053.16,429948322.7,460160214.9,1319393496
Haiti,8000000,-1800000,-2200000,-2800000,-2799999.9,7400000,4100000,4000000,10760000,30000000,13250000,4400000,5700000,13800000,5900000,26000000,160600000,74500000,29800000,55470000,178000000,119000000,156000000,161918586.3,99000000,105680000,104900000,374855000,105000000
Hungary,553808999.9,1462141210,1479165394,2349715111,1144083870,4804151332,3288936449,4164123320,3261654750,3384965975,2747712560,4058819561,3643428380,4157510420,4538099567,27489690204,18678720025,70631297039,75107772943,-2792080129,-20770280261,10740966551,10815928328,-3586600505,13060104659,-5266437315,69681210262,-12133055293,-64364899191
IBRD only,20018382892,28864616907,41229486168,60246969395,82321356264,94465756719,1.19618E+11,1.58615E+11,1.57366E+11,1.70024E+11,1.57038E+11,1.67389E+11,1.54301E+11,1.63221E+11,2.27841E+11,3.05025E+11,4.03257E+11,5.57518E+11,6.29139E+11,4.26954E+11,6.26192E+11,7.36266E+11,6.80349E+11,7.23949E+11,6.54425E+11,6.1E+11,5.50301E+11,5.25414E+11,6.03299E+11
IDA & IBRD total,21921316935,30986119442,44295531913,64731221520,86698739812,98132521248,1.23878E+11,1.63961E+11,1.63007E+11,1.76487E+11,1.63364E+11,1.74128E+11,1.63245E+11,1.73995E+11,2.40916E+11,3.23463E+11,4.28404E+11,5.93054E+11,6.723E+11,4.62614E+11,6.67105E+11,7.86302E+11,7.30086E+11,7.76092E+11,7.01592E+11,6.59665E+11,5.94739E+11,5.75768E+11,6.49176E+11
IDA total,1902934042,2121502535,3066045745,4484252125,4377383548,3666764529,4260256482,5345637918,5640525251,6462237854,6326112714,6739570192,8943417046,10774401448,13075626116,18438101288,25147343475,35536109233,43160880570,35659721178,40913762554,50036292230,49736587770,52142370976,47166554303,49664334676,44437610269,50353807509,45877441262
IDA blend,991235562.3,1189955554,1537794813,2368176009,2653898683,1917880156,2029666371,1824847566,1665692209,2140135988,1996567480,1782698894,3749475912,3796805556,3963982625,9045806762,12249927417,16124792203,17941188477,15191777820,12732156443,15172192765,11581586786,12223629115,13227129366,12767615423,10364699800,14610110800,12674585982
Indonesia,1093000000,1482000000,1777000000,2004000000,2109000000,4346000000,6194000000,4677000000,-240800000,-1865620963,-4550355286,-2977391857,145085548.7,-596923827.8,1896082770,8336257208,4914201435,6928480000,9318453650,4877369178,15292009411,20564938227,21200778608,23281742362,25120732060,19779127977,4541713739,20510310832,18909826044
IDA only,911698480.2,931546980.7,1528250932,2116076115,1723484865,1748884374,2230590112,3520790352,3974833042,4322101866,4329545235,4956871299,5193941134,6977595893,9111643490,9392294526,12897416058,19411317030,25219692092,20467943359,28181606111,34864099464,38155000984,39918741861,33939424936,36896719253,34072910468,35743696709,33202855280
Isle of Man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,236690000,73537638.39,276512439,550370024.9,973271468.7,2143628110,2426057022,3577330042,2634651658,2168591054,3584217307,5128093562,5208967106,3681984671,5429250990,7269407226,20029119267,25227740887,43406277076,35581372930,27396885034,36498654598,23995685014,28153031270,34576643694,44009492130,44458571546,39966091359,42117450737
Not classified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,621910999.9,1361668000,1458175000,1077890000,856979000,1442925000,2617483000,2028797815,8862216911,18210641710,25779436150,9650920350,29323796530,22781292820,-10607612700,47001243614,22070063905,59934755383,23287686336,53974309647,37748455284,23699352433,58090414123,70811172728,97382259039,2.3706E+11,1.02916E+11,58300808408,67361732390
"Iran, Islamic Rep.",-361949999.9,22590000,8500000,207550000,2000000,17000000,26000000,53000000,24000000,35000000,39000000,408118760,3519380360,2877481500,3037299840,2889191670,2317538500,2017791750,1979988010,2983421910,3648972410,4276718690,4661734400,3049945000,2105494000,2050000000,3372000000,5019000000,2373000000
Iraq,-6809999.9,7685999.9,93000,803000,-30000,,-1994000,1153000,7387999.9,,-32000,-6655999.9,-326000,1000000000,300000000,515300000,383000000,971800000,1855700000,1598300000,1396200000,2082000000,3400000000,-2335300000,-10176400000,-7574200000,-6255900000,-5032400000,-4885100000
Iceland,-4803187.83,-18436099.08,8648079.003,-1174.965449,2394198.454,-9309003.234,83381484.12,148012830,154082592,66639312.89,155160734.1,163445772.3,91905493.06,335355205,755317000.4,3093680068,3876554983,6872169567,1203686965,63588140.75,256982201.7,1106958185,1024164328,472607545.8,766775539,1145767445,-1066286957,-6999892981,-622718386.3
Israel,151000000,345600000,588500000,604900000,441600000,1350300000,1397100000,1633800000,1737400000,4150000000,8047500000,1771300000,1582500000,3322000000,2946900000,4818400000,14395500000,8798100000,10274200000,4606900000,6984700000,8653000000,9017300000,11842200000,6048900000,11336200000,11988000000,16892500000,21514500000
Italy,6440765876,2403349144,3118551015,3738910088,2208555823,4843882770,3548937154,3687266506,2640065101,6941768225,13172981900,14878086499,17239360005,19572886734,20100742902,36762073075,56995485107,65975535145,-9501579210,16607196345,9930501391,34465481830,34901033.01,19531411962,17032744039,13303439230,25656663795,11138429977,44249715319
Jamaica,137900000,133200000,142400000,77900000,79000000,101800000,135700000,155700000,322100000,474700000,419600000,576500000,443800000,683500000,559365888,637901995.9,842342788.3,811902426.3,1376602630,485164640.1,185775630.6,172757165.4,413333448.1,544747561.8,582148741.6,924977863.7,927976719,888835228.5,774620603.1
Jordan,37646775.31,-11887398.04,40722566.98,-33548530.15,2854731.793,13308089.21,15514809.59,360930888.6,310014104.4,157968970.4,913258110,273628171.3,238222874.7,546967559.9,936812411.8,1984485190,3544005642,2622144779,2826744496,2413098592,1688394366,1486056338,1548450704,1946597204,2178450704,1600281690,1552957746,2029718310,954929577.5
Japan,1806039008,1284268820,2755603983,210435439.5,888384470.9,41463072.35,-38203596.34,2486935040,2512021924,14780510031,10688168326,4926033619,11557373874,8771535612,7527948175,5459618343,-2396909736,21631204436,24624845330,12226471579,7440979284,-850717035.1,546962692.2,10648441636,19752249424,5252218412,40954181469,18802251208,25289367858
Kazakhstan,,,100000000,1271400000,659700000,964200000,1137000000,1321400000,1151400000,1587000000,1370521199,2816823050,2588491060,2483253230,5615262947,2546065710,7611168450,11972842989,16818890680,14275888207,7456117901,13760291529,13648134374,10011293285,7308112644,6577824050,17220962548,4712631471,83409074.56
Kenya,57081096.18,18830976.84,6363133.145,145655517.1,7432412.602,42289248.46,108672931.6,62096809.78,26548245.97,51953455.95,110904550.4,5302622.939,27618447.06,81738242.64,46063931.45,21211685.4,50674725.18,729054667,95584970.67,116259381,178064198.6,1450460112,1380167160,1118819097,820934459.3,619719962.3,678803417,1266137283,1625921131
Kyrgyz Republic,,,,10000000,38178000,96090000,47238000,83820000,109228485,44412800,-2360124.961,5006732.877,4661963.545,45544627.8,175458810.1,42565248.3,182022902.5,207919477.6,376992152.1,189377400,472768300,685760800,260927500,612016900,343010700,1144054000,619220700,-107212800,144222600
Cambodia,,,33000000,54124000,68900000,150800000,293600000,203700000,115871733,102225822,118308566.3,146481995.1,130956363.9,81580650.56,131416229.3,379180190.6,483209382.7,867288538.6,815180218,928393617.3,1404315449,1538883425,1988102945,2068470774,1853471158,1822804151,2475915854,2788084322,3212633447
Kiribati,299752.548,427651.4161,406859.8231,-769774.7797,431365.1183,387685.967,538400.059,512104.974,439745.45,451627.472,721810.265,-273476.291,249788.108,670758.929,1953667.88,2606016.174,568432.8669,1153044.69,-1267679.262,4995548.978,-6602470.868,-348737.5792,-2385943.82,838137.9532,2632144.437,-819824.3529,1806963.916,784797.2549,-1144364.717
St. Kitts and Nevis,48785185.19,21448148.15,12529629.63,13759259.26,15348148.15,20470370.37,35174074.07,19670370.37,31925925.93,57737037.04,96214814.81,88230740.74,79771688.89,75612162.96,55771474.07,92994488.89,110415630.4,134484438.1,177906026.7,130750839.3,116268480,109632707,92419222.22,110789970.4,156658594.1,128276604.8,121415245.5,48026116.14,40051767.21
"Korea, Rep.",1045600000,1455200000,1001600000,832300000,1136600000,2487100000,2782600000,3301100000,5989200000,10726300000,11509400000,6522300000,5475100000,7010000000,13294400000,13643200000,9161900000,8826900000,11187500000,9021900000,9497400000,9773000000,9495900000,12766600000,9273600000,4104100000,12104300000,17912900000,12182600000
Kuwait,5599999.9,800000,35299999.9,13252097.97,1519181869,6701341.174,347351454.6,19779208.98,59063714.13,72269842.45,16299834.37,-111516284.5,3619441.977,-67111499.34,23752969.12,233904109.6,121305596.3,111535690.2,-5951752.859,1113588047,1304627500,3259067552,2872588962,1433630444,485806657.8,284647623.8,292026510.2,113012065,-21377568.82
Latin America & Caribbean (excluding high income),6927083087,9983057536,12997430335,11911377524,24602053511,26069013359,37990094499,53924982376,61531625613,76978637435,68982500539,63427696156,51076409651,38177527272,58638912777,66567832878,67718249438,1.09203E+11,1.22672E+11,77692642531,1.49548E+11,1.74731E+11,1.71758E+11,1.7857E+11,1.6013E+11,1.50743E+11,1.54328E+11,1.52464E+11,1.64398E+11
Lao PDR,6000000,6900000,7800000,29900000,59200000,95100000,159800000,91000000,45900000,78900000,33890000,23904284.13,4451297.031,19484000.8,16917263,27720000,187310641,323520000,227770000,318598209.1,278805903.1,300743507.1,617755394.5,681397257.1,867646121.7,1077759915,935296172.8,1693080811,1358019506
Lebanon,6450000,1629999.9,18460000,7400000,22559999.9,35000000,80000000,1799600000,1134903121,871676542.1,993475000,1453907000,1335970000,2860020313,1898780570,2623502612,2674534372,3375980758,4333045470,4803602660,4279880835,3137050288,3111315000,2661087128,2862509427,2159289952,2568485071,2522409653,2658003845
Liberia,225240000,8410000,-10850000,-53619999.9,17379999.9,4599999.9,-132130000,213819999.9,190310000,256259999.9,20800000,8300000,2799999.9,372220000,75351731.65,82802111.44,107856671.5,131637661.6,283536077.4,127803424.5,2064680994,2086006933,2309981241,1998675366,501870828.6,232679832.5,311699760.3,247842983,129129754.8
Libya,158911104.6,91903803.11,99093118.92,58152864.2,-72624307.46,-88486065.39,-111721670.8,-67915602.73,-127894074.6,-128069471.5,141000000,-133000000,145000000,143000000,357000000,1038000000,2064000000,4689000000,4111300000,1371000000,1784000000,0,1425000000,702000000,0,0,0,0,0
St. Lucia,44785185.19,57744444.44,40940740.74,34162962.96,32522222.22,32751851.85,18414814.81,47825925.93,83396296.3,83151851.85,53748148.15,58807407.41,51935414.81,106425925.9,76520285.19,78233429.63,233934733.3,271891074.1,161210706.3,146397591.1,121296972.6,96416427.78,75759324.81,83515042.22,65407444.28,152240176.1,161613065.6,89941452.09,45522200.84
Latin America & Caribbean,8491733520,13186872978,14657927226,14981898664,29803911138,30168276207,48064360775,73777089561,85553163951,1.04715E+11,97255235966,78514760677,64689125955,58027344605,1.00821E+11,81669847715,1.16482E+11,1.95789E+11,2.22112E+11,1.56454E+11,2.34941E+11,2.92614E+11,2.96258E+11,3.43499E+11,2.77579E+11,3.25724E+11,2.20798E+11,2.03987E+11,2.09967E+11
Least developed countries: UN classification,409294529.3,1387191805,1436598977,1842731271,1039646260,1471941371,1587056340,2845083918,3564371355,5367235521,3801745290,6069489261,5943542374,9368655491,9176527860,5879415238,9126006536,12620970978,18626408463,15364771815,18065568697,23501038774,29905888739,25305226206,29540541699,38592604828,25970429549,20977717723,18419083074
Low income,300244394.7,449070937.8,860171765.3,1061681475,629043940.5,247436256.6,347135658.3,1011554244,1384678814,1589467549,1733623452,2652579570,3105241776,4409675241,5071658905,3840827780,6304897706,9092371215,11670783860,10166079785,14261224664,17711988007,19981233737,18173570818,13773792393,14024746929,14232170785,12955014223,12396005047
Liechtenstein,,,,,,,,,,,19854574738,9389136116,6864257255,17305461701,1845838359,-266949356.7,44598433612,33538242375,16214866193,29934896948,29875940865,26414902947,29482974347,1154916692,9340073895,80400430108,60669833863,38999586461,-87212093508
Sri Lanka,43355119.72,48349173.73,122625843.1,194479070.2,166412940.1,55995587.57,119874349.7,430056151.8,193424023.1,176410171.3,172941409.8,171790000,196500000,228720000,232800000,272400000,479700000,603000000,752200000,404000000,477559000,955920000,941116591.2,932551317.6,893628980.3,679655644.2,897049375.9,1372723043,1614044009
Lower middle income,3987081262,5700573859,6946594195,10654086347,13110786735,15627004051,19409675951,20896403621,17530836542,15615547300,11685756221,17569731953,24588771962,23316201875,28498338547,52319470420,74029276802,98288213450,1.28085E+11,99457836010,98267481124,1.17707E+11,1.1245E+11,1.12735E+11,1.26609E+11,1.4003E+11,1.16276E+11,1.38E+11,1.36714E+11
Low & middle income,20444772869,27660285962,41813769554,60943041929,80584920333,89981903960,1.11491E+11,1.45935E+11,1.45235E+11,1.55075E+11,1.42401E+11,1.58115E+11,1.53494E+11,1.59732E+11,2.16001E+11,2.98561E+11,3.92549E+11,5.42744E+11,6.26679E+11,4.30494E+11,6.2664E+11,7.32384E+11,6.79831E+11,7.50098E+11,6.49061E+11,6.1767E+11,5.62702E+11,5.5509E+11,6.20101E+11
Lesotho,16478706.52,7989961.081,8369826.867,15651939.52,43268067.99,24174395.03,29073745.83,32675626.14,28350349.46,22037254.59,32402238.3,29695295.78,28390464.72,43946224.79,55669445.72,27441449.23,24322286.69,75616001.72,11009973.06,91349553.1,9512771.55,61173319.21,56653435.23,50429031.34,94459059.36,206514459.9,79234548.91,42168784.11,40874071.93
Late-demographic dividend,12446708404,16414490615,28591584478,47377140104,58155803424,65747747636,87405747555,1.11565E+11,1.24419E+11,1.30378E+11,1.41237E+11,1.20181E+11,1.38537E+11,1.47164E+11,1.71707E+11,2.77453E+11,3.33825E+11,4.83913E+11,4.9252E+11,4.29862E+11,5.72157E+11,6.60514E+11,6.69727E+11,6.64368E+11,6.72167E+11,7.07665E+11,5.27331E+11,4.52564E+11,5.16495E+11
Lithuania,,,10000000,30175186.84,31304837.64,72557500,152400000,362287500,918775000,564537500,380272500,442400000,660790497.9,217398839.9,879540745.8,1292550784,2259381845,2601486958,1727292156,-360197700.8,1102696147,1880811089,677182759.7,768657972,357323216.2,1036954106,1177533776,1383731106,1299841764
Luxembourg,,,,,,,,,,,,,4243174365,4291105683,5179643439,4644769483,32219534640,-29679425810,7117112828,27255154250,39128528760,8843156717,25497381440,16007703030,18892564400,12499722620,31899891520,-6815331955,-16756576740
Latvia,,,30703329,55933000,282828000,244039000,331352000,474354000,371400000,348100000,324184857.5,173500715.8,160090702.2,316652176.4,591589970.7,809856372.4,1705667384,2713412662,1434273758,-150022148.4,474983591.2,1519518896,1080778948,989283879.4,1045107101,812843819.5,335420977.5,1153575225,427807358.1
"Macao SAR, China",480000,10720000,-19500000,-3600000,3480000,2189999.9,5940000,2310000,-17890000,9419999.9,-790000,160004979.1,393961071,506111201,771496386.2,1775023638,2916866633,5314514356,3982611128,-412628205,3629274389,1754336190,3565735906,3774560564,2424230567,486517486.3,1859188732,1701002328,1534095991
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,165122977.8,317462140.6,422470462.5,491466064.6,550924373.9,334768272.9,357393801.8,1079341332,308712164.4,826974026.9,426553283.9,2824557252,480355698,2312829823,893325392.8,1670609689,2460787164,2825801376,2466288357,1970323920,1240625859,2521362081,2841954371,3360909924,3525384612,3252913902,2153363905,2680109856,3544387229
Monaco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,,,17000000,14000000,11568000,66910000,23740000,78740000,75510000,37870000,127540000,103440000,84050000,73750000,151010000,190700000,258680000,536020000,726610000,263960000,297050000,372880000,251200000,241880000,345900000,225870000,87440000,149520000,293410000
Madagascar,22387360.46,13681239.65,21132352.15,15357022.02,5728097.918,9710167.974,10161891.8,14005421.13,16635429.8,58385285.91,82952580.71,93059224,14661798.07,12874087,52910748,85428623.9,294681941.5,789389724.1,1134497642,1293330142,912287179.8,815534454.5,814789934.7,565848886,372872463.3,328059305.6,540842779.8,464856589.6,612036371.4
Maldives,5600000,6500000,6600000,6900000,8742866.201,7230710.762,9315251.95,11408883.4,11517966.62,12322250,22312447.82,20541053.26,24718599.77,31774435.57,52933701.73,52991121.06,63826812.89,132432080.8,181255431.8,157963586.8,216468945.7,423530664,227976866.7,360816336.2,333375218,297975993.4,456639057.3,457808313.6,575658028.2
Middle East & North Africa,2891316283,2577843301,4153158940,5182311779,5402743766,2038495130,5397017096,10701548694,11354827280,7348222197,12237516693,10844019193,9982569448,20255424330,32915260933,73159745248,1.09137E+11,1.26452E+11,1.13756E+11,83844624097,87565376431,63156417560,63267273313,53585197490,37333461206,39996361909,49049910361,53838738552,59796665769
Mexico,2634000000,4762000000,4393000000,4389000000,10972500000,9526290000,9185600000,12829800000,12756764558,13941043232,18382284821,30060020323,24055125415,18223514102,24916054094,26018159827,22141329780,31110477542,29782812959,19656535677,30528745230,23843294910,18211136120,50817288598,28657288892,35818480439,38884161053,33170534975,37701279465
Marshall Islands,,,,,,,,,,,739000,739000,839000,-1151999.9,1155999.9,3279622.362,1876761.725,6987311.988,5694746.716,14649434.96,-9356673.132,-4380881.138,21373811.81,32548149.32,9047685.078,-5393638.499,-3055847.449,5835497.48,9752051.362
Middle income,20144528474,27211215024,40953597789,59881360454,79955876392,89734467704,1.11144E+11,1.44923E+11,1.4385E+11,1.53486E+11,1.40668E+11,1.55462E+11,1.50389E+11,1.55323E+11,2.1093E+11,2.9472E+11,3.86244E+11,5.33652E+11,6.15008E+11,4.20328E+11,6.12379E+11,7.14672E+11,6.59849E+11,7.31924E+11,6.35287E+11,6.03646E+11,5.4847E+11,5.42135E+11,6.07705E+11
North Macedonia,,,,,24000000,9490000,11210000,15740000,151156392,91325732.42,217507099.2,469570706.4,114193471.4,119041753.2,309137638.5,145329601.5,427444589.3,733466879,611688378.6,259530321.5,301441681.7,507920732.8,337911248.2,402458309.8,60879915.45,296604200.4,549371101.6,380738977.5,648732425
Mali,5729716.324,1205216.85,-21874496.99,4061271.097,17416999.67,111429781.4,27209332.17,74360591.9,9556713.35,30987537.6,60181780.68,208815769.6,-12312977.4,72355432.36,84840599.64,160218206.8,148195574.1,206064771.4,266432781.9,646609200.6,371569832.6,556147161.6,397865237.2,307853389.3,144023010.6,275414753,356234602.7,559362392.1,467067198.1
Malta,30019824.41,90037665.22,84694336.15,56441543.4,151693045.3,392188547.2,312996147,136993957.1,323284766.1,667032818.1,743185324.7,416889166.3,-497796507.9,911474591.3,7469040205,21801420447,25035392674,35591477412,14837770104,1444871046,9244998120,7806911230,3323599815,510057778.1,155878728.1,3640705147,2776034108,3890244437,4464845211
Myanmar,161144560.3,238056791.9,171558720,104674233.1,126091858.5,277199199.5,310437074.9,387184136,314450998.9,253110104.7,254789765.5,208303564.4,150511225.8,248882510,211364295,234904379,275812653,709922015.3,863880447.3,1078972201,901133534.9,2519813313,1333856137,2254603965,2175015284,4083839112,3278096410,4804272487,1768195523
Middle East & North Africa (excluding high income),720285127.3,1158270170,2381389629,2800145545,2461917880,1193681276,1718894282,4826964698,4065197721,3616105032,5120765879,7182785892,8462940196,11253023705,10631056325,18221792613,30474420440,33656906502,35606364313,29219598630,25932821028,16628551061,22999570491,16669942295,7714204593,9079539617,13654011664,16747748258,15340175843
Montenegro,,,,,,,,,,,,,,,,,,937357714.7,975271781.8,1550285725,758254398.6,556662007.5,618126498.7,446456998,496993506.5,699855695.3,226702405.9,560665419,485653127.8
Mongolia,,11119999.9,2000000,7700000,6900000,9800000,15900000,25000000,18900000,30400000,53697000,63000000,77751000,131540000,92920000,187620000,245460000,372759900,844697949.5,623609218.2,1691421732,4571161963,4272473223,2059702973,337768268.1,94319767.47,-4156404704,1494350363,1951528196
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,9199999.9,22500000,25300000,32000000,35000000,45000000,72500000,64400000,234900000,381699999.9,139300000,255435491.4,347252830.5,336698400.8,475513572.8,122413755.6,251141650.3,416689348.4,641399415.8,930100407.8,1258453097,3663937118,5635092659,6697422432,4998799334,3868353885,3128149929,2319071971,1678061192
Mauritania,6736220.521,2269792.037,7549402.913,16091938.17,2079708.679,6989378.508,-435540,-3329919.9,132643.0002,15119460,40096000,76700000,67340352.32,101957951.6,404102025.7,811869181.4,154601638.1,139372822.3,342770662,-3072044.396,130528391.3,588749564.2,1386098851,1126004760,502589833.8,501726765.7,271134845,588217194.8,772890477.2
Mauritius,41040223.9,17377628.54,14714189.72,14732526.73,19988456.06,18692860.96,36661330.28,55277851.54,12170393.85,49353190.64,265641239.4,-27675565.71,32073116.08,62630665.28,13894736.4,41776995.78,106758059.1,340763853.7,377724738.1,256680711.8,429941788.7,433331010.9,589018302.8,293369157.1,455562151.8,216455188.3,378764432.3,479995890.3,460511368.2
Malawi,23300000,-28699999.9,-7099999.9,8000000,24992617.89,5643045.579,15797661.13,14868714.36,12104230.4,58528206.28,25999996.36,19299991.09,5899999.359,65885630.02,107811374,139696402.6,35561803.98,124388649.1,195425887.2,49130371.23,97010558.69,812751769.8,-8885976.219,451362406.6,598086538.1,287746689.2,115700000,90200000,77012306
Malaysia,2332455289,3998448522,5183358086,5005642760,4341800916,4178239335,5078414948,5136514576,2163401816,3895263158,3787631579,553947368.4,3192894737,3218947368,4376052632,3924786635,7690731246,9071369835,7572512432,114664434.6,10885801852,15119439204,8895774251,11296279514,10619431583,9857162112,13470089921,9368469823,8304480742
North America,79631707941,38064220103,37328240063,54408460317,65481029102,82737593613,1.06478E+11,1.37367E+11,2.36232E+11,3.39966E+11,4.17495E+11,2.00929E+11,1.35547E+11,1.24131E+11,2.15925E+11,1.6794E+11,3.62677E+11,4.67682E+11,4.11383E+11,1.81963E+11,2.93976E+11,3.01577E+11,2.99762E+11,3.55214E+11,3.16027E+11,5.71277E+11,5.08517E+11,4.05893E+11,2.57014E+11
Namibia,29567264.72,120449858.1,118232231.8,55267528.17,97977966.46,153015438,128693897.3,90972979.01,96232390.37,51102943.74,196350763.3,379336366.4,147535758.5,65110887.11,223561311.2,389850790.4,610197796.1,669182903.4,750426324.2,829054473.4,287528974.4,803600584.6,1041555413,777073646.4,445582247.9,838879062.7,358727049.6,280476975,234372724.5
New Caledonia,,,,,,,,,,,-40626091.77,103041207.9,59055445.66,116048161.9,27480195.73,-6738759.001,749088411.7,417453934.4,1746369905,1182295528,1439085573,1758141869,2682824681,2166812151,1757035867,1203895440,809821138.4,410145855.8,249817258
Niger,40809537.23,11240419.5,56390110.91,-34157055.7,4075974.173,2233804.5,8630591.39,18959363.85,-1764551.011,1605268.532,15767212.37,22587455.08,7827441.935,18529138.97,24411286.9,49753596.83,40310044.14,99073671.93,283076206.9,633819197.1,796636157.9,1067186136,841227436.9,719338470.5,822967023.3,529476871.1,301332480.6,338710710.1,466042273
Nigeria,587882970.6,712373362.5,896641282.5,1345368587,1959219858,335842165,499276809.5,469577019.8,299566658.3,1004915631,1140167556,1190618644,1874070753,2005353563,1874060887,4982533930,4854353979,6036021405,8194071895,8555990007,6026253091,8841062051,7069908428,5562857987,4693828632,3064168904,3453258408,2412974916,775247400
Nicaragua,670000,42000000,15000000,38800000,46700000,88900000,120000000,203400000,218200000,337300000,266500000,150200000,203900000,201300000,250000000,241100000,286800000,381700000,627300000,433900000,489900000,936300000,775700000,965100000,1076800000,967000000,989100000,1035400000,837600000
Netherlands,10675649733,5623819475,6186517513,6380304064,7126515355,12206170579,16604370594,11033361090,37618898706,41161898490,63109732335,51998915898,25485041348,20456442248,1.39921E+11,2.09889E+11,3.75506E+11,7.33827E+11,1.9553E+11,95851297436,1.15753E+11,3.32071E+11,2.39669E+11,3.28677E+11,1.17627E+11,3.2258E+11,2.33359E+11,2.13648E+11,-3.44708E+11
Norway,1001987072,-353675743.9,-668114803,991524094.7,2736393920,2392766980,3827495491,4514609380,5645870321,5822113546,8332062186,3190216069,3011752930,4179380423,4918494986,10058759830,11877923790,24806091103,20578219685,8635762892,21634265663,10296323076,27897968328,-1368607171,3242240088,7274086872,-18668572814,5900604724,-5664319362
Nepal,5940000,2220000,0,0,0,0,19160171.09,23056467.77,12024659.9,4351068.682,-484826.7123,20850000,-5952541.127,14778085.61,-417346.3839,2451784.707,-6647983.904,5741706.053,995123.9307,38271269.97,87741711.63,94022157.12,91954196.1,74179632.61,30402676.78,51895699.93,105996375.6,196265098.6,68261793.94
Nauru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,1684763155,1691366072,1088200066,2211822687,2616630695,2849961939,3918617040,1917456791,1825772782,941464111.6,-1507812033,259321576.8,2848556987,-3363941288,2319819298,1906665964,2912645687,4335506076,2591966537,-52385533.24,286306903,1378410924,3846884019,-69519935.42,3251563602,-73372796.42,2008111275,2390035935,2516488850
